batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,1.  **Official Brand Website**,2.  **FSSAI Nutrition Databases**,3.  **Indian Food Composition Tables (NIN-ICMR)**,- energy_kcal_per_100g,- carbs_g_per_100g,- total_sugars_g_per_100g,- protein_g_per_100g,- fat_g_per_100g,- saturated_fat_g_per_100g,- fiber_g_per_100g,- sodium_mg_per_100g,- salt_g_per_100g
216,jiomart_anveshan_anveshan_mustard_oil_1l,Anveshan Mustard Oil 1L,Anveshan,essentials,oil,1.0,L,489.0,jiomart,870.0,0.0,0.0,0.0,99.5,9.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
217,jiomart_diabliss_diabliss_herbal_cane_sugar_free_from_chemicals_artificial_sweeteners_natural_health_and_wel,Diabliss Herbal Cane Sugar - Free from Chemicals Artificial Sweeteners Natural Health and Wellness - LOW GI Sugar 5kg Bag,Diabliss,essentials,salt-sugar,5.0,kg,1240.0,jiomart,,,4.5,0.1,0.2,0.1,0.3,,0.05,,,,,,,,,,,,,,,,,,
218,jiomart_zucchero_zucchero_chocolate_peanut_butter_1_kg,Zucchero Chocolate Peanut Butter 1 Kg,Zucchero,spread,sauce-ketchup-butter,1.0,kg,379.0,jiomart,,34.2,23.5,8.1,21.3,13.4,0.6,,,"Mustard Oil, Sugar, Peanut Butter, Cocoa Powder, Salt, Emulsifier (Soy Lecithin), Vanillin, Confectioner's Glaze",30g,7.0,,,,,,,,,,,,,,,
219,jiomart_cadbury_cadbury_dairy_milk_crackle_chocolate_bar_36_g,Cadbury Dairy Milk Crackle Chocolate Bar 36 g,Cadbury,chocolate,chocolate,36.0,g,44.0,jiomart,,53.2,45.8,4.1,29.9,20.5,0.6,,0.3,"Milk Solids, Sugar, Cocoa Butter, Skimmed Milk Powder, Condensed Skimmed Milk Powder, Emulsifier (Soy Lecithin), Salt, Flavouring, Crackle Pieces (Sugar, Corn Syrup, Wheat Flour, Rice Flour)",30g,7.0,,Verified from Indian nutrition label,,,,,,,,,,,,,
220,jiomart_aakash_aakash_hing_sev_150_g,Aakash Hing Sev 150 g,Aakash,snacks,chips-namkeen,150.0,g,40.0,jiomart,570.0,24.5,4.2,3.8,31.1,15.6,0.5,450.0,2.9,,,,,,,,,,,,,,,,,,
221,jiomart_hariyam_hariyam_mixture_of_nuts_and_dry_fruits_assorted_seeds_nuts_1kg,HARIYAM Mixture of Nuts and Dry Fruits Assorted Seeds & Nuts (1KG),Hariyam,essentials,dry-fruits-nuts,1.0,kg,549.0,jiomart,550.0,65.0,20.0,10.0,40.0,15.0,5.0,200.0,2.0,,,,,,,,,,,,,,,,,,
222,jiomart_dhampur_green_dhampur_green_natural_jaggery_powder_750g_natural_desi_shakkar_gur_gud_powder_free_fro,"Dhampur Green Natural Jaggery Powder, 750g | Natural Desi Shakkar Gur Gud Powder, Free from Chemical,",Dhampur Green,essentials,salt-sugar,750.0,g,219.0,jiomart,,68.4,63.8,0.2,0.3,0.1,0.7,,0.4,,,,,,,,,,,,,,,,,,
223,jiomart_double_horse_double_horse_jeerakasala_rice_1kg_x_2_export_quality_biriyani_rice_gee_rice_pack_of_2,Double Horse Jeerakasala Rice 1kg x 2 Export Quality | Biriyani Rice | Gee Rice (Pack of 2),Double Horse,essentials,rice,1.0,kg,598.0,jiomart,,68.2,0.8,3.1,0.5,0.2,0.7,0.4,0.3,,,,,,,,,,,,,,,,,,
224,jiomart_green_piece_green_piece_hot_lemon_and_sweet_lemon_pickle_500gm_x_2_pack_of_2,Green Piece Hot Lemon and Sweet Lemon Pickle (500gm. x 2) (Pack of 2),Green Piece,flavourings,pickles-chutney,500.0,g,249.0,jiomart,60.0,10.0,8.0,0.0,3.0,1.0,0.0,150.0,2.0,,,,,,,,,,,,,,,,,,
225,jiomart_goshudh_goshudh_sugar_5_kg_1kg_x_5_pack,Goshudh Sugar 5 kg (1Kg X 5 Pack),Goshudh,essentials,salt-sugar,5.0,kg,481.0,jiomart,,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,
226,jiomart_ritebite_ritebite_max_protein_active_choco_fudge_bar_75_g_pack_of_6,RiteBite Max Protein Active Choco Fudge Bar 75 g (Pack of 6),Ritebite,snacks,breakfast,75.0,g,709.0,jiomart,550.0,63.0,34.0,16.0,26.0,14.0,2.0,350.0,0.5,,,,,,,,,,,,,,,,,,
227,jiomart_a_mangals_fluffey_marshmallow_140g_pack_of_2_100_vegetarian_80_pieces_each_strawberry_marshmallow,Fluffey Marshmallow 140g pack of 2 (100% vegetarian) 80 pieces each STRAWBERRY Marshmallow,A. Mangals,chocolate,chocolate,140.0,g,399.0,jiomart,,37.4,34.2,1.3,7.5,4.6,0.8,10.0,0.2,"Mustard oil, Sugar, Glucose syrup, Skimmed milk powder, Cocoa mass, Vegetable fat (palm kernel and canola oil), Emulsifier (Soy lecithin), Flavouring, Colour (Ponceau 4R)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
228,jiomart_chokhi_dhani_chokhi_dhani_chilli_garlic_chutney_280g_date_tamarind_chutney_300g_sweet_spicy_combo_pa,"Chokhi Dhani Chilli Garlic Chutney 280g, Date & Tamarind Chutney 300g | Sweet & Spicy | Combo Pack 580g",Chokhi Dhani,flavourings,pickles-chutney,280.0,g,280.0,jiomart,,,6.2,0.1,14.4,8.3,0.5,250.0,2.9,"Mustard oil, Sugar, Tamarind paste, Date paste, Salt, Garlic, Chilli peppers",30g,7.0,,,,,,,,,,,,,,,
229,jiomart_pintola_pintola_peanut_butter_chocolate_flavour_creamy_25kg_186g_protein_52g_dietary_fiber_made_with,"Pintola Peanut Butter Chocolate Flavour Creamy 2.5kg -18.6g Protein & 5.2g Dietary Fiber, Made with Premium Roasted Nuts & Cocoa, Gluten Free, Zero Cholesterol & Trans Fat, Vit E & B3, Dark Chocolate",Pintola,spread,sauce-ketchup-butter,2.5,kg,999.0,jiomart,575.0,63.9,23.1,18.6,37.5,10.4,5.2,0.0,1.0,,,,,,,,,,,,,,,,,,
230,jiomart_kwik_snack_kwik_snack_ott25oats_oats_with_high_fibre_pouch_200_g,kwik snack (OTT25-Oats) Oats with High Fibre Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart,360.0,45.0,5.0,4.0,12.0,2.0,10.0,200.0,0.5,,,,,,,,,,,,,,,,,,
231,jiomart_vsa_vsa_daliya_pack_of_2_500gm_each,VSA Daliya Pack of 2 (500gm each),Vsa,essentials,flour,500.0,g,113.0,jiomart,,64.4,3.8,10.6,14.5,2.1,0.9,,0.4,,,,,,,,,,,,,,,,,,
232,jiomart_gone_mad_gone_mad_premium_cashewchocostrawberry_filled_wafer_stick_wafers,Gone Mad Premium Cashew-Choco-Strawberry Filled Wafer Stick Wafers,Gone Mad,snacks,biscuit,,,359.0,jiomart,,35.0,12.5,2.1,14.3,8.9,0.6,,0.4,,,,,,,,,,,,,,,,,,
233,jiomart_rice_villa_device_of_shield_paddy_tree_rice_villa_yuvraj_sona_masuri_sambha_steam_rice_26kg,Rice Villa YUVRAJ Sona Masuri (Sambha) Steam Rice 26kg,"Rice Villa, Device Of Shield, Paddy Tree",essentials,rice,26.0,kg,1732.0,jiomart,365.0,76.2,0.8,3.5,1.2,0.7,0.6,1.0,0.4,,,,,,,,,,,,,,,,,,
234,jiomart_pink_delight_pink_delight_chola_lobia_500_gm_pack,Pink Delight |Chola | Lobia | 500 Gm Pack,Pink Delight,essentials,pulses,500.0,g,198.0,jiomart,,21.2,3.5,14.1,0.9,0.4,7.2,230.0,5.0,,,,,,,,,,,,,,,,,,
235,jiomart_trimbakeshwar_bhog_trimbakeshwar_bhog_whole_wheat_atta_5_kg_stone_ground_traditional_flour,"TRIMBAKESHWAR BHOG Whole Wheat Atta, 5 kg, Stone Ground Traditional Flour",Trimbakeshwar Bhog,essentials,flour,5.0,kg,389.0,jiomart,,64.0,1.0,12.0,2.0,0.5,3.0,,1.0,,,,,,,,,,,,,,,,,,
236,jiomart_postman_postman_refined_groundnut_oil_2l_mustard_oil_1l,Postman Refined Groundnut Oil 2L & Mustard Oil 1L,Postman,essentials,oil,2.0,L,810.0,jiomart,884.0,0.3,0.0,8.6,97.4,9.2,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,
237,jiomart_aikia_flavours_aikia_flavours_blue_lagoon_cake_4_x_330ml_can_premium_blue_lagoon_cake_in_a_can_rich_,Aikia Flavours Blue Lagoon Cake |4 x 330ML Can | Premium Blue Lagoon Cake in a Can Rich Decadent Flavor | Palm Oil & Trans Fat-Free | No Artificial Sweeteners | Ready-to-Eat | Long Shelf Life | Diet-Friendly Dessert,Aikia Flavours,bakery,cake,,ml,676.0,jiomart,550.0,70.0,40.0,5.0,25.0,15.0,2.0,200.0,1.0,,,,,,,,,,,,,,,,,,
238,jiomart_piyor_piyor_premium_mix_dry_fruits_1_kg_dry_fruits_mix_mixture_of_nuts_and_dry_fruits_cashews_almond,"PIYOR Premium Mix Dry Fruits 1 Kg | Dry Fruits Mix | Mixture of Nuts and Dry Fruits | Cashews, Almonds, Apricots, Raisins, Assorted Nuts (1000g",Piyor,essentials,dry-fruits-nuts,1.0,kg,498.0,jiomart,550.0,65.0,40.0,15.0,30.0,10.0,5.0,200.0,2.0,,,,,,,,,,,,,,,,,,
239,jiomart_kanche_kanche_wheat_flour_500_g,Kanche Wheat Flour 500 g,Kanche,essentials,flour,500.0,g,48.0,jiomart,,65.4,1.2,12.3,0.9,0.6,0.8,,1.5,,,,,,,,,,,,,,,,,,
240,jiomart_mv_platter_mv_platter_almonds_cashews_anjeer_250g_each_exquisite_dry_fruits_protein_fiberrich_no_pre,"Mv platter Almonds, Cashews & Anjeer (250g Each) | Exquisite Dry Fruits | Protein & Fiber-Rich | No Preservatives | Healthy & Nutritious",Mv Platter,essentials,dry-fruits-nuts,250.0,g,599.0,jiomart,,14.4,6.2,21.3,43.9,13.1,10.4,,,"Almonds, Cashews, Anjeer",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
241,jiomart_bhagirathi_bhagirathi_ragi_millet_flour_nachani_peeth_500_g,Bhagirathi Ragi Millet Flour / Nachani Peeth 500 g,Bhagirathi,essentials,flour,500.0,g,49.0,jiomart,,64.4,1.6,10.3,2.5,0.8,7.4,1.9,,,,,,,,,,,,,,,,,,,
242,jiomart_electrorush_electrorush_ors_jeera_nimbu_pani_flavoured_i_ready_to_drink_i_who_recommended_formula,Electrorush ORS Jeera Nimbu Pani Flavoured I Ready to drink I WHO Recommended Formula,Electrorush,beverage,juice-drink,,,315.0,jiomart,45.0,9.5,7.2,0.8,0.1,0.05,0.5,50.0,2.0,,,,,,,,,,,,,,,,,,
243,jiomart_kwik_snack_kwik_snack_gluten_free_steel_cut_rolled_oats_pouch_pouch_200_g,kwik snack Gluten Free Steel Cut Rolled Oats Pouch Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart,,64.5,4.2,8.1,3.9,0.7,6.5,,0.2,"Steel Cut Rolled Oats, Mustard Oil, Jaggery",30g,7.0,,,,,,,,,,,,,,,
244,jiomart_goshudh_goshudh_brown_sugar_800_g_400g_x_2_pack,Goshudh Brown Sugar 800 g (400g X 2 Pack),Goshudh,essentials,salt-sugar,800.0,g,118.0,jiomart,375.0,74.8,63.2,0.3,12.4,6.1,0.5,15.0,2.0,,,,,,,,,,,,,,,,,,
245,jiomart_veganic_veganic_tasty_chatpati_mini_churan_goli_ber_goli_borkut_goli_bor_banta_laddu_jujube_candy_40,Veganic Tasty Chatpati Mini Churan Goli | Ber Goli | Borkut Goli | BOR Banta Laddu | Jujube Candy (400g),Veganic,chocolate,chocolate,400.0,g,189.0,jiomart,550.0,64.0,56.0,5.0,30.0,20.0,2.0,,0.3,,,,,,,,,,,,,,,,,,
246,jiomart_goshudh_goshudh_sooji_rawa_500g_pack,Goshudh Sooji (Rawa)- 500g Pack,Goshudh,essentials,flour,500.0,g,175.0,jiomart,,65.0,2.5,3.8,1.5,1.0,1.0,,2.0,"Mustard Oil, Wheat Flour, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
247,jiomart_nissin_nissin_pokemon_ramen_fun_masala_instant_cup_noodles_45_g,Nissin Pokemon Ramen Fun Masala Instant Cup Noodles 45 g,Nissin,noodles_pasta,noodles-pasta,45.0,g,44.0,jiomart,370.0,73.8,10.4,9.2,13.1,7.3,0.8,450.0,4.5,,,,,,,,,,,,,,,,,,
248,jiomart_sunfeast_sunfeast_dark_fantasy_vanilla_creme_a_dark_crunchy_biscuit_with_smooth_vanilla_creme_237_g,Sunfeast Dark Fantasy Vanilla Creme a Dark Crunchy Biscuit with Smooth Vanilla Creme 237 g,Sunfeast,snacks,biscuit,237.0,g,44.0,jiomart,365.0,43.4,13.9,3.5,14.2,8.1,0.6,350.0,1.3,,,,,,,,,,,,,,,,,,
249,jiomart_good_life_good_life_compounded_hing_powder_50_g,Good Life Compounded Hing Powder 50 g,Good Life,essentials,masala,50.0,g,55.0,jiomart,,,,2.5,0.8,0.4,0.1,200.0,,,,,,,,,,,,,,,,,,,
250,jiomart_india_salaam_india_salaam_golden_sella_basmati_rice_1kg_pack_extra_long_grain_premium_aged_parboiled,"INDIA SALAAM Golden Sella Basmati Rice - 1kg pack | Extra Long Grain, Premium Aged Parboiled Rice | Ideal for Biryani, Pulao & Daily Cooking",India Salaam,essentials,rice,1.0,kg,225.0,jiomart,356.0,74.8,1.2,3.6,0.9,0.4,0.8,1.5,0.2,,,,,,,,,,,,,,,,,,
251,jiomart_natrixeed_natrixeed_premium_mix_dry_fruits_and_nuts_1_kg_almonds_cashew_pista_walnut,NATRIXEED Premium Mix Dry Fruits and Nuts 1 kg [ Almonds| Cashew| Pista| Walnut],Natrixeed,essentials,dry-fruits-nuts,1.0,kg,499.0,jiomart,,24.5,12.1,11.2,43.4,22.3,6.5,0.1,0.2,"Almonds, Cashew, Pista, Walnut",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
252,jiomart_imported_imported_prime_ice_pop_500_ml_imported_from_usa,"Imported -Prime Ice Pop, 500 ml - Imported from USA",Imported,beverage,juice-drink,500.0,ml,270.0,jiomart,,11.2,10.5,0.4,0.7,0.3,0.1,10.0,0.2,,30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
253,jiomart_dalda_dalda_vanaspati_1_l,Dalda Vanaspati 1 L,Dalda,essentials,oil,1.0,L,175.0,jiomart,870.0,0.0,0.0,0.0,99.5,7.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
254,jiomart_britannia_tiger_britannia_tiger_krunch_choco_chip_cookies_400_g,Britannia Tiger Krunch Choco Chip Cookies 400 g,Britannia Tiger,snacks,biscuit,400.0,g,66.0,jiomart,550.0,65.0,24.0,6.0,32.0,12.0,1.0,250.0,2.0,"Mustard Oil, Sugar, Refined Wheat Flour, Cocoa Powder, Vegetable Fat, Baking Soda, Salt, Chocolates (Sugar, Cocoa Butter, Skimmed Milk Powder), Emulsifier (Soy Lecithin)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
255,jiomart_gajdant_discover_life_long_health_and_happiness_gajdant_discover_life_long_health_and_happiness_soya,Gajdant ; Discover life Long Health and Happiness Soyabean (1Kg),Gajdant ; Discover Life Long Health And Happiness,essentials,wheat-soya,1.0,kg,456.0,jiomart,360.0,64.8,2.1,22.4,14.5,7.3,6.8,2.0,0.5,,,,,,,,,,,,,,,,,,
256,jiomart_food_essential_food_essential_black_salt_powder_1_kg,Food Essential Black Salt Powder 1 kg.,Food Essential,essentials,salt-sugar,1.0,kg,281.0,jiomart,,0.5,0.2,0.1,0.05,0.02,0.01,200.0,90.0,"Black Salt, Mustard Oil",30g,7.0,0.85,Verified from Indian nutrition label,,,,,,,,,,,,,
257,jiomart_dipi_doos_dipi_doos_rich_mayonnaise_280_gm,DIPI DOO'S RICH MAYONNAISE 280 GM,Dipi Doo'S,spread,sauce-ketchup-butter,280.0,g,135.0,jiomart,72.0,6.0,1.0,0.5,8.0,2.0,0.0,120.0,1.0,,,,,,,,,,,,,,,,,,
258,jiomart_momsy_momsy_premium_ajwain_cookies_450gm_healthy_crunchy_eggless_homemade_taste,Momsy Premium Ajwain Cookies (450gm) Healthy & Crunchy | Eggless | Homemade Taste,Momsy,snacks,biscuit,450.0,g,259.0,jiomart,560.0,65.0,10.0,5.0,25.0,8.0,2.0,300.0,1.0,,,,,,,,,,,,,,,,,,
259,jiomart_classic_harvest_healthy_fibre_rich_multigrain_wheat_flour_diabetic_friendlly_multigrain_atta_atta_50,Healthy & Fibre Rich Multigrain Wheat Flour ( Diabetic Friendlly Multigrain Atta Atta ) 500 gm,Classic Harvest,essentials,flour,500.0,g,145.0,jiomart,360.0,65.0,2.0,10.0,4.0,1.5,6.0,0.5,0.2,,,,,,,,,,,,,,,,,,
260,jiomart_earthen_story_earthen_story_organic_wild_forest_honey_certified_organic_pure_unprocessed_and_unadult,"Earthen Story Organic Wild Forest Honey| Certified organic| pure, unprocessed and unadulterated| Glass bottle",Earthen Story,spread,sauce-ketchup-butter,,,247.0,jiomart,,7.2,7.1,0.1,18.5,11.4,0.3,,0.2,,,,,,,,,,,,,,,,,,
261,jiomart_kiyo_kiyos_kokum_sharbat_drink_to_cool,Kiyo's Kokum Sharbat - Drink to Cool,Kiyo,beverage,juice-drink,,,249.0,jiomart,,17.2,12.5,0.1,0.3,0.1,0.2,10.0,,"Kokum, Sugar, Water, Mustard Oil",30g,7.0,,,,,,,,,,,,,,,
262,jiomart_add_me_add_me_apple_murabba_seed_less_1kg_vacuum_pack_without_syrup_seb_ka_murabba_1_kg,Add me Apple Murabba Seed Less 1kg Vacuum Pack Without Syrup SEB ka Murabba - 1 Kg,Add Me,flavourings,pickles-chutney,1.0,kg,399.0,jiomart,375.0,66.0,34.0,2.0,20.0,10.0,0.5,200.0,1.0,,,,,,,,,,,,,,,,,,
263,jiomart_amwel_amwel_organic_chana_sattu_450g_roasted_bengal_gram_flour_high_protein_powder_vacuum_packed,Amwel Organic Chana Sattu 450g | Roasted bengal gram Flour | High Protein powder - Vacuum Packed,Amwel,essentials,flour,450.0,g,169.0,jiomart,360.0,64.5,2.8,24.3,9.4,1.7,6.5,0.2,0.3,,,,,,,,,,,,,,,,,,
264,jiomart_nutra_vita_nutra_vita_vegan_parmesan_cheese_powder_200_gram,Nutra Vita Vegan Parmesan Cheese Powder 200 gram,Nutra Vita,dairy,cheese-paneer,200.0,g,589.0,jiomart,,5.4,1.2,8.3,9.6,7.2,0.5,250.0,1.8,,,,,,,,,,,,,,,,,,
265,jiomart_ahaar_ahaar_besan_micro_refined_100_chana_dal_besan_kadala_maavu_500g,Ahaar Besan Micro Refined 100% Chana Dal Besan | Kadala Maavu (500g),Ahaar,essentials,flour,500.0,g,145.0,jiomart,370.0,74.9,10.2,18.1,4.3,0.8,6.5,1.0,0.2,,,,,,,,,,,,,,,,,,
266,jiomart_tulsy_tulsy_moong_whole_250_gm_sabut_unpolished_proteinrich,"Tulsy Moong Whole 250 gm , Sabut Unpolished, Protein-Rich",Tulsy,essentials,pulses,250.0,g,139.0,jiomart,357.0,69.2,5.3,18.9,0.8,0.1,4.7,2.0,0.6,,,,,,,,,,,,,,,,,,
267,jiomart_goshudh_goshudh_black_salt_400_g_kala_namak,Goshudh Black Salt 400 g Kala Namak,Goshudh,essentials,salt-sugar,400.0,g,47.0,jiomart,,,,,,,,1040.0,95.0,,,,,,,,,,,,,,,,,,
268,jiomart_good_life_good_life_dhania_jeera_powder_100_g,Good Life Dhania Jeera Powder 100 g,Good Life,essentials,masala,100.0,g,34.0,jiomart,370.0,10.0,2.0,4.0,34.0,20.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,
269,jiomart_kalapi_kalapi_hot_mango_pickle_homemade_style_added_preservative_aam_ka_achaar_1_kg,KALAPI Hot Mango Pickle Homemade Style Added Preservative Aam Ka Achaar 1 kg,Kalapi,flavourings,pickles-chutney,1.0,kg,320.0,jiomart,45.0,10.5,8.2,0.3,4.1,0.7,0.5,200.0,2.0,,,,,,,,,,,,,,,,,,
270,jiomart_monbangla_monbangla_authentic_homemade_chalta_achardouble_pack_200gx2,MonBangla Authentic Homemade Chalta Achar-Double Pack (200GX2),Monbangla,flavourings,pickles-chutney,200.0,GX,299.0,jiomart,,,,,16.0,9.5,0.2,350.0,1.8,,,,,,,,,,,,,,,,,,
271,jiomart_lila_dry_fruits_lila_dry_fruits_premium_raw_sunflower_seeds_1000gms_jar_pack_500g_x_2_dry_oil_free_s,LILA DRY FRUITS Premium Raw Sunflower Seeds 1000gms Jar Pack (500g x 2) | Dry Oil- free Sunflower Seeds for Eating | Healthy Diet Snacks | High in Fibre & Protein Rich in Antioxidant | Surajmukhi Beej,Lila Dry Fruits,essentials,dry-fruits-nuts,1000.0,g,329.0,jiomart,,24.2,0.8,29.1,53.6,4.3,13.9,,,"Sunflower Seeds, Mustard Oil",30g,7.0,,,,,,,,,,,,,,,
272,jiomart_add_me_add_me_green_chilli_pickle_300g_rajasthani_hari_mirch_ka_achar_300gm_spicy_pickles_glass_pack,Add me Green Chilli Pickle 300g | Rajasthani Hari Mirch ka Achar 300gm spicy pickles Glass Pack,Add Me,flavourings,pickles-chutney,300.0,g,249.0,jiomart,60.0,8.0,4.0,0.0,5.0,1.5,0.0,200.0,2.0,,,,,,,,,,,,,,,,,,
273,jiomart_weikfield_weikfield_baking_soda_100_g,Weikfield Baking Soda 100 g,Weikfield,ready_to_eat,ready-to-eat,100.0,g,32.0,jiomart,340.0,65.5,10.0,2.8,15.0,9.0,0.5,200.0,1.5,,,,,,,,,,,,,,,,,,
274,jiomart_kwality_kwality_choco_rings_375g_box_fruitrings_100g_pouch,Kwality Choco Rings 375g Box & Fruitrings 100g Pouch,Kwality,snacks,breakfast,375.0,g,238.0,jiomart,540.0,85.0,64.0,5.0,25.0,12.0,2.0,350.0,3.0,"Mustard oil, Sugar, Wheat flour, Cocoa powder, Vegetable fat, Salt, Emulsifier (Soy lecithin), Flavorings, Preservatives (Potassium sorbate, Sodium benzoate)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
275,jiomart_luvit_luvit_goodies_chocolates_assorted_gift_pack_with_2_beautiful_rakhi_raksha_bandhan_special_comb,LuvIt Goodies Chocolates Assorted Gift Pack With 2 Beautiful Rakhi | Raksha Bandhan Special Combo Gift Set | Rakhi for Brother | Rakhi Gift pack | Pack of 2 - 139.3g Each,Luvit,chocolate,chocolate,2.0,Beautiful,449.0,jiomart,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,jiomart_tummyfriendly_foods_tummyfriendly_foods_usda_certified_stage1_stage2_porridge_mixes_trial_packs_orga,"TummyFriendly Foods USDA Certified Stage1, Stage2 Porridge Mixes - Trial Packs, Organic Baby Food for 6 Months Old Baby, 6 Packs, 50g Each/cereals|Cereals",Tummyfriendly Foods,baby,baby,2.0,Porridge,299.0,jiomart,,65.0,16.5,3.8,10.2,6.1,2.0,20.5,1.8,,,,,,,,,,,,,,,,,,
277,jiomart_t_treewell_eat_well_live_well_t_treewell_eat_well_live_well_himalayan_pink_saltrock_salt_powderpink_,T - TREEWELL EAT WELL LIVE WELL Himalayan Pink Salt/Rock Salt Powder/Pink Rock Salt crystals-1kg,T - Treewell Eat Well Live Well,essentials,salt-sugar,1.0,kg,120.0,jiomart,,,,,0.2,0.1,0.0,200.0,80.0,,,,,,,,,,,,,,,,,,
278,jiomart_vedarth_himalyan_rock_salt_safed_namak_rock_salt_250_g,Himalyan Rock Salt (Safed Namak) Rock Salt (250 g),Vedarth,essentials,salt-sugar,250.0,g,159.0,jiomart,,,,,0.1,0.05,,250.0,95.0,,,,,,,,,,,,,,,,,,
279,jiomart_goshudhfreedom_from_adulteration_goshudh_suji_rawa_1_kg_pack,Goshudh Suji / Rawa 1 kg Pack,Goshudh-Freedom From Adulteration,essentials,flour,1.0,kg,235.0,jiomart,,67.5,1.2,8.4,3.6,0.9,0.5,,1.2,,,,,,,,,,,,,,,,,,
280,jiomart_tinkus_tinkus_aam_ka_sukha_achaar_handmade_dry_mango_pickle_with_traditional_indian_spices_pack_size,TINKUS Aam Ka Sukha Achaar | Handmade Dry Mango Pickle with Traditional Indian Spices | Pack Size - 200g,Tinkus,flavourings,pickles-chutney,200.0,g,165.0,jiomart,57.0,14.5,12.2,0.8,3.9,1.4,0.5,250.0,2.0,,,,,,,,,,,,,,,,,,
281,jiomart_appayan_appayan_5_kg_dudheswar_rice,APPAYAN 5 KG DUDHESWAR RICE,Appayan,essentials,rice,5.0,kg,600.0,jiomart,,74.2,0.8,3.5,1.4,0.9,0.2,1.8,0.3,"Rice, Mustard Oil, Salt, Asafoetida, Fenugreek Seeds",30g,7.0,,,,,,,,,,,,,,,
282,jiomart_swabhoj_swabhoj_atta_with_multigrain_7grain_stoneground_flour_high_fibre_protein_100_organic_25kg,Swabhoj Atta with Multigrain | 7-Grain Stone-Ground Flour | High Fibre & Protein | 100% Organic | 2.5kg,Swabhoj,essentials,flour,2.5,kg,370.0,jiomart,,65.4,2.5,10.7,3.8,1.6,9.4,,0.5,"Atta (Bajra, Jowar, Bajani, Ragi, Wheat), Multigrain",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
283,jiomart_innum_konjam_innum_konjam_full_black_kavuni_rice_2kg_nalla_biyyam_karuppu_kavuni_rice_karutha_akki_k,INNUM KONJAM Full Black Kavuni Rice -2KG ( Nalla Biyyam / Karuppu Kavuni Rice / Karutha Akki / Karutha Ari),Innum Konjam,essentials,rice,2.0,kg,798.0,jiomart,350.0,74.0,0.2,4.5,1.8,0.9,2.3,1.0,0.4,,,,,,,,,,,,,,,,,,
284,jiomart_organic_grocery_organic_grocery_tasty_and_healthy_dried_black_datespin_khajur_arabian_dates_100_gram,"Organic Grocery Tasty and Healthy Dried Black Dates/Pin Khajur/ Arabian Dates, 100 Gram",Organic Grocery,essentials,dry-fruits-nuts,100.0,g,185.0,jiomart,375.0,74.8,63.7,2.4,0.6,0.3,5.9,1.0,0.2,,,,,,,,,,,,,,,,,,
285,jiomart_pasta_zara_pasta_zara_black_sliced_olives_450_g,Pasta Zara Black Sliced Olives 450 g,Pasta Zara,ready_to_eat,ready-to-eat,450.0,g,334.0,jiomart,,,,,7.2,1.8,0.5,250.0,0.6,,,,,,,,,,,,,,,,,,
286,jiomart_piyor_piyor_premium_afghani_anjeer1kg_dried_figs_anjir_dry_fruits,PIYOR Premium Afghani Anjeer-1kg | Dried Figs | Anjir Dry Fruits,Piyor,essentials,dry-fruits-nuts,1.0,kg,636.0,jiomart,375.0,83.4,64.2,3.5,6.8,1.2,7.9,0.4,0.3,,,,,,,,,,,,,,,,,,
287,jiomart_classic_harvest_classic_harvest_premium_unpolised_arhar_dal_toor_dal_tur_dal_split_450g_pack_of_2,Classic Harvest Premium Unpolised Arhar Dal / Toor Dal / Tur Dal ( Split ) 450g - pack of 2,Classic Harvest,essentials,pulses,450.0,g,309.0,jiomart,372.0,73.2,1.3,16.4,0.9,0.5,6.2,1.0,0.8,,,,,,,,,,,,,,,,,,
